congress,date,democrats_no,democrats_yes,independent_no,independent_yes,month,republican_no,republican_yes,result,total_no,total_not_voting,total_yes,vote_type,vote_uri,year
105,1997-01-30,0,45,0,0,1,2,50,Confirmed,2,3,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/4.json,1997
105,1997-01-29,0,44,0,0,1,0,55,Confirmed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/3.json,1997
105,1997-01-22,0,44,0,0,1,0,55,Confirmed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/2.json,1997
105,1997-01-22,0,44,0,0,1,0,55,Confirmed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/1.json,1997
105,1997-02-27,34,11,0,0,2,0,54,Agreed to,34,1,65,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/23.json,1997
105,1997-02-27,40,5,0,0,2,0,55,Agreed to,40,0,60,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/22.json,1997
105,1997-02-27,31,14,0,0,2,0,55,Agreed to,31,0,69,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/21.json,1997
105,1997-02-27,39,6,0,0,2,0,55,Agreed to,39,0,61,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/20.json,1997
105,1997-02-27,39,4,0,0,2,0,55,Agreed to,39,2,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/19.json,1997
105,1997-02-26,40,5,0,0,2,0,55,Agreed to,40,0,60,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/18.json,1997
105,1997-02-26,39,6,0,0,2,2,53,Agreed to,41,0,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/17.json,1997
105,1997-02-26,8,37,0,0,2,55,0,Rejected,63,0,37,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/16.json,1997
105,1997-02-26,33,12,0,0,2,0,55,Agreed to,33,0,67,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/15.json,1997
105,1997-02-25,42,2,0,0,2,2,53,Agreed to,44,1,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/14.json,1997
105,1997-02-25,2,42,0,0,2,44,11,Agreed to,46,1,53,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/13.json,1997
105,1997-02-24,34,10,0,0,2,0,51,Agreed to,34,5,61,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/12.json,1997
105,1997-02-13,1,42,0,0,2,14,41,Agreed to,15,2,83,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/11.json,1997
105,1997-02-12,36,9,0,0,2,0,55,Agreed to,36,0,64,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/10.json,1997
105,1997-02-11,0,45,0,0,2,0,55,Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/9.json,1997
105,1997-02-11,35,10,0,0,2,1,54,Agreed to,36,0,64,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/8.json,1997
105,1997-02-10,35,10,0,0,2,0,54,Agreed to,35,1,64,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/7.json,1997
105,1997-02-06,0,45,0,0,2,0,53,Confirmed,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/6.json,1997
105,1997-02-04,0,44,0,0,2,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/5.json,1997
105,1997-03-20,1,44,0,0,3,4,50,Agreed to,5,1,94,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/35.json,1997
105,1997-03-19,0,44,0,0,3,23,32,Confirmed,23,1,76,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/34.json,1997
105,1997-03-19,41,3,0,0,3,0,55,Agreed to,41,0,58,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/33.json,1997
105,1997-03-19,44,0,0,0,3,0,55,Agreed to,44,0,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/32.json,1997
105,1997-03-18,11,34,0,0,3,50,4,Rejected,61,1,38,2/3,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/31.json,1997
105,1997-03-12,0,45,0,0,3,1,54,Confirmed,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/30.json,1997
105,1997-03-11,0,44,0,0,3,0,55,Agreed to,0,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/29.json,1997
105,1997-03-11,0,44,0,0,3,0,55,Agreed to,0,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/28.json,1997
105,1997-03-05,0,45,0,0,3,1,54,Confirmed,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/27.json,1997
105,1997-03-05,0,45,0,0,3,2,53,Agreed to,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/26.json,1997
105,1997-03-05,9,36,0,0,3,7,48,Agreed to,16,0,84,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/25.json,1997
105,1997-03-04,34,11,0,0,3,0,55,Rejected,34,0,66,2/3,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/24.json,1997
105,1997-04-30,0,43,0,0,4,13,42,Confirmed,13,2,85,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/54.json,1997
105,1997-04-30,43,1,0,0,4,1,54,Rejected,44,1,55,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/53.json,1997
105,1997-04-29,45,0,0,0,4,1,53,Rejected,46,1,53,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/52.json,1997
105,1997-04-24,0,45,0,0,4,26,29,Agreed to,26,0,74,2/3,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/51.json,1997
105,1997-04-24,0,45,0,0,4,34,21,Agreed to,34,0,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/50.json,1997
105,1997-04-24,0,45,0,0,4,44,11,Agreed to,44,0,56,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/49.json,1997
105,1997-04-24,0,45,0,0,4,34,21,Agreed to,34,0,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/48.json,1997
105,1997-04-24,0,45,0,0,4,34,21,Agreed to,34,0,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/47.json,1997
105,1997-04-24,0,45,0,0,4,29,26,Agreed to,29,0,71,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/46.json,1997
105,1997-04-17,44,1,0,0,4,0,52,Passed,44,3,53,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/45.json,1997
105,1997-04-16,0,45,0,0,4,0,54,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/44.json,1997
105,1997-04-15,0,44,0,0,4,0,53,Passed,0,3,97,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/43.json,1997
105,1997-04-15,32,12,0,0,4,2,53,Passed,34,1,65,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/42.json,1997
105,1997-04-15,31,13,0,0,4,1,53,Agreed to,32,2,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/41.json,1997
105,1997-04-15,37,7,0,0,4,2,52,Agreed to,39,2,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/40.json,1997
105,1997-04-10,7,32,0,0,4,49,4,Rejected,56,8,36,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/39.json,1997
105,1997-04-10,16,24,0,0,4,53,0,Rejected,69,7,24,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/38.json,1997
105,1997-04-10,33,7,0,0,4,0,53,Agreed to,33,7,60,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/37.json,1997
105,1997-04-10,22,20,0,0,4,2,52,Agreed to,24,4,72,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/36.json,1997
105,1997-05-23,8,37,0,0,5,14,41,Agreed to,22,0,78,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/92.json,1997
105,1997-05-23,27,18,0,0,5,10,45,Agreed to,37,0,63,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/91.json,1997
105,1997-05-23,0,45,0,0,5,27,28,Agreed to,27,0,73,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/90.json,1997
105,1997-05-23,45,0,0,0,5,4,51,Agreed to,49,0,51,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/89.json,1997
105,1997-05-23,44,1,0,0,5,0,55,Agreed to,44,0,56,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/88.json,1997
105,1997-05-23,5,39,0,0,5,28,27,Agreed to,33,1,66,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/87.json,1997
105,1997-05-23,14,30,0,0,5,1,54,Agreed to,15,1,84,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/86.json,1997
105,1997-05-22,6,39,0,0,5,41,13,Agreed to,47,1,52,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/85.json,1997
105,1997-05-22,14,31,0,0,5,2,52,Agreed to,16,1,83,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/84.json,1997
105,1997-05-22,43,2,0,0,5,15,39,Rejected,58,1,41,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/83.json,1997
105,1997-05-22,18,27,0,0,5,0,54,Agreed to,18,1,81,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/82.json,1997
105,1997-05-22,26,19,0,0,5,0,54,Agreed to,26,1,73,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/81.json,1997
105,1997-05-22,29,16,0,0,5,20,35,Agreed to,49,0,51,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/80.json,1997
105,1997-05-22,40,4,0,0,5,3,52,Agreed to,43,1,56,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/79.json,1997
105,1997-05-21,0,45,0,0,5,0,53,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/78.json,1997
105,1997-05-21,0,45,0,0,5,31,23,Agreed to,31,1,68,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/77.json,1997
105,1997-05-21,37,8,0,0,5,8,47,Agreed to,45,0,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/76.json,1997
105,1997-05-21,0,45,0,0,5,2,53,Agreed to,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/75.json,1997
105,1997-05-20,36,8,0,0,5,55,0,Rejected,91,1,8,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/74.json,1997
105,1997-05-20,0,44,0,0,5,29,26,Agreed to,29,1,70,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/73.json,1997
105,1997-05-20,36,9,0,0,5,3,52,Agreed to,39,0,61,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/72.json,1997
105,1997-05-20,32,13,0,0,5,4,51,Passed,36,0,64,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/71.json,1997
105,1997-05-15,11,34,0,0,5,53,2,Rejected,64,0,36,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/70.json,1997
105,1997-05-15,19,26,0,0,5,53,2,Rejected,72,0,28,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/69.json,1997
105,1997-05-15,45,0,0,0,5,2,53,Rejected,47,0,53,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/68.json,1997
105,1997-05-14,0,45,0,0,5,0,55,Agreed to,0,0,100,2/3,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/67.json,1997
105,1997-05-14,0,44,0,0,5,1,54,Passed,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/66.json,1997
105,1997-05-14,1,43,0,0,5,30,25,Agreed to,31,1,68,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/65.json,1997
105,1997-05-14,11,33,0,0,5,37,18,Agreed to,48,1,51,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/64.json,1997
105,1997-05-08,12,33,0,0,5,10,45,Agreed to,22,0,78,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/63.json,1997
105,1997-05-08,2,43,0,0,5,36,19,Agreed to,38,0,62,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/62.json,1997
105,1997-05-08,45,0,0,0,5,0,55,Agreed to,45,0,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/61.json,1997
105,1997-05-08,15,30,0,0,5,31,24,Agreed to,46,0,54,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/60.json,1997
105,1997-05-07,42,3,0,0,5,7,48,Agreed to,49,0,51,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/59.json,1997
105,1997-05-07,0,45,0,0,5,11,44,Agreed to,11,0,89,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/58.json,1997
105,1997-05-07,0,45,0,0,5,0,55,Agreed to,0,0,100,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/57.json,1997
105,1997-05-06,0,44,0,0,5,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/56.json,1997
105,1997-05-01,0,45,0,0,5,1,54,Passed,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/55.json,1997
105,1997-06-27,14,29,0,0,6,4,51,Passed,18,2,80,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/160.json,1997
105,1997-06-27,40,3,0,0,6,17,38,Rejected,57,2,41,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/159.json,1997
105,1997-06-27,12,31,0,0,6,49,6,Rejected,61,2,37,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/158.json,1997
105,1997-06-27,1,42,0,0,6,20,35,Agreed to,21,2,77,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/157.json,1997
105,1997-06-27,9,34,0,0,6,50,5,Rejected,59,2,39,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/156.json,1997
105,1997-06-27,34,10,0,0,6,35,20,Rejected,69,1,30,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/155.json,1997
105,1997-06-27,7,37,0,0,6,41,14,Rejected,48,1,51,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/154.json,1997
105,1997-06-27,2,42,0,0,6,40,15,Rejected,42,1,57,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/153.json,1997
105,1997-06-27,5,40,0,0,6,23,32,Agreed to,28,0,72,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/152.json,1997
105,1997-06-27,15,30,0,0,6,52,3,Rejected,67,0,33,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/151.json,1997
105,1997-06-27,37,8,0,0,6,4,51,Agreed to,41,0,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/150.json,1997
105,1997-06-27,15,30,0,0,6,55,0,Rejected,70,0,30,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/149.json,1997
105,1997-06-27,1,44,0,0,6,7,48,Agreed to,8,0,92,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/148.json,1997
105,1997-06-27,45,0,0,0,6,2,53,Rejected,47,0,53,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/147.json,1997
105,1997-06-27,41,4,0,0,6,0,55,Rejected,41,0,59,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/146.json,1997
105,1997-06-27,43,2,0,0,6,0,55,Rejected,43,0,57,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/145.json,1997
105,1997-06-27,45,0,0,0,6,13,42,Rejected,58,0,42,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/144.json,1997
105,1997-06-27,3,42,0,0,6,49,6,Rejected,52,0,48,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/143.json,1997
105,1997-06-27,44,1,0,0,6,19,36,Rejected,63,0,37,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/142.json,1997
105,1997-06-27,2,43,0,0,6,0,55,Agreed to,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/141.json,1997
105,1997-06-27,9,35,0,0,6,51,4,Rejected,60,1,39,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/140.json,1997
105,1997-06-27,40,5,0,0,6,14,41,Rejected,54,0,46,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/139.json,1997
105,1997-06-27,0,44,0,0,6,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/138.json,1997
105,1997-06-26,16,29,0,0,6,42,12,Rejected,58,1,41,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/137.json,1997
105,1997-06-26,37,8,0,0,6,49,4,Rejected,86,1,12,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/136.json,1997
105,1997-06-26,1,44,0,0,6,18,36,Agreed to,19,1,80,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/135.json,1997
105,1997-06-26,7,38,0,0,6,54,0,Rejected,61,1,38,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/134.json,1997
105,1997-06-26,11,34,0,0,6,53,0,Rejected,64,2,34,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/133.json,1997
105,1997-06-26,21,24,0,0,6,54,0,Rejected,75,1,24,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/132.json,1997
105,1997-06-26,16,29,0,0,6,47,7,Rejected,63,1,36,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/131.json,1997
105,1997-06-25,24,21,0,0,6,3,52,Passed,27,0,73,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/130.json,1997
105,1997-06-25,11,34,0,0,6,50,5,Rejected,61,0,39,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/129.json,1997
105,1997-06-25,40,5,0,0,6,3,52,Agreed to,43,0,57,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/128.json,1997
105,1997-06-25,7,38,0,0,6,55,0,Rejected,62,0,38,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/127.json,1997
105,1997-06-25,2,43,0,0,6,55,0,Rejected,57,0,43,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/126.json,1997
105,1997-06-25,8,36,0,0,6,53,2,Rejected,61,1,38,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/125.json,1997
105,1997-06-25,31,14,0,0,6,3,52,Agreed to,34,0,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/124.json,1997
105,1997-06-25,22,23,0,0,6,7,48,Agreed to,29,0,71,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/123.json,1997
105,1997-06-25,37,8,0,0,6,0,54,Agreed to,37,1,62,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/122.json,1997
105,1997-06-25,0,45,0,0,6,48,7,Rejected,48,0,52,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/121.json,1997
105,1997-06-25,35,9,0,0,6,0,55,Agreed to,35,1,64,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/120.json,1997
105,1997-06-25,0,45,0,0,6,45,10,Rejected,45,0,55,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/119.json,1997
105,1997-06-25,1,44,0,0,6,50,5,Rejected,51,0,49,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/118.json,1997
105,1997-06-25,10,35,0,0,6,44,11,Rejected,54,0,46,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/117.json,1997
105,1997-06-25,2,43,0,0,6,50,5,Rejected,52,0,48,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/116.json,1997
105,1997-06-25,20,25,0,0,6,55,0,Rejected,75,0,25,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/115.json,1997
105,1997-06-24,15,30,0,0,6,48,7,Rejected,63,0,37,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/114.json,1997
105,1997-06-24,24,21,0,0,6,6,49,Agreed to,30,0,70,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/113.json,1997
105,1997-06-24,33,12,0,0,6,5,50,Agreed to,38,0,62,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/112.json,1997
105,1997-06-24,36,9,0,0,6,5,50,Agreed to,41,0,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/111.json,1997
105,1997-06-19,0,40,0,0,6,0,54,Agreed to,0,6,94,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/110.json,1997
105,1997-06-19,1,43,0,0,6,0,55,Passed,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/109.json,1997
105,1997-06-19,2,42,0,0,6,54,1,Rejected,56,1,43,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/108.json,1997
105,1997-06-19,0,44,0,0,6,0,55,Agreed to,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/107.json,1997
105,1997-06-18,0,43,0,0,6,0,55,Passed,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/106.json,1997
105,1997-06-17,5,38,0,0,6,0,52,Passed,5,5,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/105.json,1997
105,1997-06-17,22,21,0,0,6,52,0,Rejected,74,5,21,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/104.json,1997
105,1997-06-17,0,42,0,0,6,0,54,Agreed to,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/103.json,1997
105,1997-06-17,22,21,0,0,6,51,4,Rejected,73,2,25,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/102.json,1997
105,1997-06-17,0,43,0,0,6,0,55,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/101.json,1997
105,1997-06-12,2,42,0,0,6,19,36,Passed,21,1,78,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/100.json,1997
105,1997-06-11,44,0,0,0,6,0,55,Agreed to,0,0,1,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/99.json,1997
105,1997-06-10,37,0,0,0,6,0,55,Agreed to,0,0,8,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/98.json,1997
105,1997-06-05,44,0,0,0,6,1,51,Agreed to,0,0,4,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/97.json,1997
105,1997-06-05,8,36,0,0,6,14,40,Agreed to,22,2,76,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/96.json,1997
105,1997-06-05,21,23,0,0,6,10,44,Agreed to,31,2,67,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/95.json,1997
105,1997-06-04,44,0,0,0,6,0,53,Agreed to,44,3,53,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/94.json,1997
105,1997-06-04,44,0,0,0,6,3,51,Rejected,47,2,51,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/93.json,1997
105,1997-07-31,8,37,0,0,7,0,55,Agreed to,8,0,92,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/211.json,1997
105,1997-07-31,22,23,0,0,7,0,55,Agreed to,22,0,78,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/210.json,1997
105,1997-07-31,3,42,0,0,7,12,43,Agreed to,15,0,85,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/209.json,1997
105,1997-07-30,0,45,0,0,7,1,53,Passed,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/208.json,1997
105,1997-07-30,0,45,0,0,7,0,54,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/207.json,1997
105,1997-07-29,0,45,0,0,7,0,54,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/206.json,1997
105,1997-07-25,0,41,0,0,7,0,54,Agreed to,0,5,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/205.json,1997
105,1997-07-24,0,45,0,0,7,55,0,Rejected,55,0,45,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/204.json,1997
105,1997-07-24,30,14,0,0,7,42,13,Rejected,72,1,27,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/203.json,1997
105,1997-07-24,41,3,0,0,7,16,39,Rejected,57,1,42,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/202.json,1997
105,1997-07-24,0,44,0,0,7,0,55,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/201.json,1997
105,1997-07-24,41,3,0,0,7,4,51,Agreed to,45,1,54,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/200.json,1997
105,1997-07-23,22,22,0,0,7,18,37,Agreed to,40,1,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/199.json,1997
105,1997-07-23,33,12,0,0,7,15,40,Agreed to,48,0,52,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/198.json,1997
105,1997-07-23,2,43,0,0,7,22,33,Agreed to,24,0,76,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/197.json,1997
105,1997-07-23,23,22,0,0,7,24,31,Agreed to,47,0,53,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/196.json,1997
105,1997-07-23,15,30,0,0,7,4,51,Agreed to,19,0,81,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/195.json,1997
105,1997-07-22,0,45,0,0,7,1,54,Passed,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/194.json,1997
105,1997-07-22,20,25,0,0,7,11,44,Agreed to,31,0,69,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/193.json,1997
105,1997-07-22,0,45,0,0,7,2,53,Passed,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/192.json,1997
105,1997-07-22,0,44,0,0,7,0,55,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/191.json,1997
105,1997-07-22,38,6,0,0,7,7,48,Agreed to,45,1,54,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/190.json,1997
105,1997-07-22,36,8,0,0,7,28,27,Rejected,64,1,35,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/189.json,1997
105,1997-07-17,0,45,0,0,7,0,55,Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/188.json,1997
