congress,date,democrats_no,democrats_yes,independent_no,independent_yes,month,republican_no,republican_yes,result,total_no,total_not_voting,total_yes,vote_type,vote_uri,year
113,2014-05-20,0,53,0,2,5,0,42,Nomination Confirmed,0,3,97,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/158.json,2014
113,2014-05-15,1,50,0,2,5,39,1,Cloture Motion Rejected,40,7,53,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/157.json,2014
113,2014-05-15,0,51,0,2,5,36,5,Cloture Motion Agreed to,36,6,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/156.json,2014
113,2014-05-15,0,51,0,2,5,1,40,Nomination Confirmed,1,6,93,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/155.json,2014
113,2014-05-15,0,51,0,2,5,19,24,Nomination Confirmed,19,4,77,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/154.json,2014
113,2014-05-15,0,51,0,2,5,15,28,Nomination Confirmed,15,4,81,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/153.json,2014
113,2014-05-15,0,51,0,1,5,35,9,Cloture Motion Agreed to,35,4,61,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/152.json,2014
113,2014-05-15,0,50,0,1,5,35,8,Cloture Motion Agreed to,35,6,59,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/151.json,2014
113,2014-05-15,0,50,0,1,5,35,7,Cloture Motion Agreed to,35,7,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/150.json,2014
113,2014-05-14,0,50,0,2,5,0,44,Nomination Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/149.json,2014
113,2014-05-14,0,51,0,2,5,0,43,Nomination Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/148.json,2014
113,2014-05-14,0,51,0,2,5,0,43,Nomination Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/147.json,2014
113,2014-05-14,0,52,0,2,5,34,10,Cloture Motion Agreed to,34,2,64,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/146.json,2014
113,2014-05-14,0,51,0,2,5,35,9,Cloture Motion Agreed to,35,3,62,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/145.json,2014
113,2014-05-14,0,50,0,1,5,37,7,Cloture Motion Agreed to,37,5,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/144.json,2014
113,2014-05-13,0,53,0,2,5,3,41,Cloture Motion Agreed to,3,1,96,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/143.json,2014
113,2014-05-12,1,50,0,2,5,35,3,Cloture Motion Rejected,36,9,55,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/142.json,2014
113,2014-05-12,0,51,0,2,5,0,38,Nomination Confirmed,0,9,91,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/141.json,2014
113,2014-05-08,0,51,0,2,5,36,5,Cloture Motion Agreed to,36,6,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/140.json,2014
113,2014-05-08,0,50,0,2,5,0,43,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/139.json,2014
113,2014-05-08,0,49,0,2,5,24,19,Nomination Confirmed,24,6,70,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/138.json,2014
113,2014-05-08,0,49,0,2,5,0,43,Nomination Confirmed,0,6,94,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/137.json,2014
113,2014-05-08,0,50,0,2,5,42,2,Cloture Motion Agreed to,42,4,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/136.json,2014
113,2014-05-08,0,50,0,2,5,40,4,Cloture Motion Agreed to,40,4,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/135.json,2014
113,2014-05-08,0,50,0,2,5,41,3,Cloture Motion Agreed to,41,4,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/134.json,2014
113,2014-05-07,50,1,1,0,5,0,44,Motion to Table Failed,51,4,45,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/133.json,2014
113,2014-05-07,50,1,2,0,5,0,44,Motion to Table Failed,52,3,45,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/132.json,2014
113,2014-05-06,0,53,0,2,5,20,24,Cloture on the Motion to Proceed Agreed to,20,1,79,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/131.json,2014
113,2014-05-05,0,52,0,2,5,3,36,Nomination Confirmed,3,7,90,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/130.json,2014
113,2014-05-01,0,51,0,2,5,32,11,Nomination Confirmed,32,4,64,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/129.json,2014
113,2014-05-01,0,50,0,2,5,0,43,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/128.json,2014
113,2014-05-01,0,52,0,1,5,42,0,Nomination Confirmed,42,5,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/127.json,2014
113,2014-05-01,0,52,0,2,5,38,6,Cloture Motion Agreed to,38,2,60,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/126.json,2014
113,2014-05-01,0,52,0,1,5,42,2,Cloture Motion Agreed to,42,3,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/125.json,2014
113,2014-05-01,0,51,0,2,5,43,1,Cloture Motion Agreed to,43,3,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/124.json,2014
113,2014-06-26,0,51,0,2,6,0,40,Nomination Confirmed,0,7,93,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/216.json,2014
113,2014-06-26,0,51,0,2,6,39,4,Nomination Confirmed,39,4,57,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/215.json,2014
113,2014-06-25,0,53,0,2,6,3,40,Bill Passed,3,2,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/214.json,2014
113,2014-06-25,52,1,2,0,6,4,39,Amendment Rejected,58,2,40,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/213.json,2014
113,2014-06-25,51,0,2,0,6,10,33,Amendment Rejected,63,4,33,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/212.json,2014
113,2014-06-24,1,50,0,2,6,43,0,Nomination Confirmed,44,4,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/211.json,2014
113,2014-06-24,1,50,0,2,6,43,0,Cloture Motion Agreed to,44,4,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/210.json,2014
113,2014-06-24,0,51,0,1,6,0,43,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/209.json,2014
113,2014-06-24,0,50,0,2,6,0,43,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/208.json,2014
113,2014-06-24,0,49,0,2,6,0,43,Nomination Confirmed,0,6,94,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/207.json,2014
113,2014-06-24,0,49,0,2,6,0,43,Nomination Confirmed,0,6,94,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/206.json,2014
113,2014-06-23,0,49,0,2,6,32,1,Cloture Motion Agreed to,32,16,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/205.json,2014
113,2014-06-23,0,49,0,2,6,31,2,Cloture Motion Agreed to,31,16,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/204.json,2014
113,2014-06-23,0,49,0,2,6,31,2,Cloture Motion Agreed to,31,16,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/203.json,2014
113,2014-06-23,0,49,0,2,6,30,2,Cloture Motion Agreed to,30,17,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/202.json,2014
113,2014-06-19,0,51,0,2,6,38,1,Nomination Confirmed,38,8,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/201.json,2014
113,2014-06-17,0,52,0,2,6,3,41,Cloture Motion Agreed to,3,2,95,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/200.json,2014
113,2014-06-17,0,52,0,2,6,43,1,Nomination Confirmed,43,2,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/199.json,2014
113,2014-06-17,0,52,0,2,6,43,0,Cloture Motion Agreed to,43,3,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/198.json,2014
113,2014-06-17,0,52,0,2,6,0,44,Nomination Confirmed,0,2,98,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/197.json,2014
113,2014-06-17,1,50,0,2,6,43,0,Nomination Confirmed,44,4,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/196.json,2014
113,2014-06-17,0,50,0,2,6,4,40,Nomination Confirmed,4,4,92,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/195.json,2014
113,2014-06-16,0,51,0,2,6,37,2,Cloture Motion Agreed to,37,8,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/194.json,2014
113,2014-06-16,0,51,0,2,6,37,2,Cloture Motion Agreed to,37,8,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/193.json,2014
113,2014-06-16,0,51,0,2,6,37,2,Cloture Motion Agreed to,37,8,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/192.json,2014
113,2014-06-12,0,47,1,1,6,23,15,Nomination Confirmed,24,13,63,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/191.json,2014
113,2014-06-12,0,49,1,1,6,23,17,Nomination Confirmed,24,9,67,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/190.json,2014
113,2014-06-12,0,49,1,1,6,30,11,Nomination Confirmed,31,8,61,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/189.json,2014
113,2014-06-12,0,49,0,2,6,41,1,Nomination Confirmed,41,7,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/188.json,2014
113,2014-06-11,0,51,0,2,6,3,40,Bill Passed,3,4,93,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/187.json,2014
113,2014-06-11,0,51,0,2,6,19,22,Motion Agreed to,19,6,75,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/186.json,2014
113,2014-06-11,1,51,0,2,6,37,3,Cloture on the Motion to Proceed Rejected,38,6,56,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/185.json,2014
113,2014-06-10,0,51,1,1,6,37,4,Cloture Motion Agreed to,38,6,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/184.json,2014
113,2014-06-10,0,51,1,1,6,35,6,Cloture Motion Agreed to,36,6,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/183.json,2014
113,2014-06-10,0,51,1,1,6,34,7,Cloture Motion Agreed to,35,6,59,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/182.json,2014
113,2014-06-10,0,50,0,2,6,35,6,Nomination Confirmed,35,7,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/181.json,2014
113,2014-06-10,0,49,0,2,6,0,40,Nomination Confirmed,0,9,91,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/180.json,2014
113,2014-06-10,0,49,0,2,6,0,39,Nomination Confirmed,0,10,90,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/179.json,2014
113,2014-06-09,0,48,0,2,6,34,3,Cloture Motion Agreed to,34,13,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/178.json,2014
113,2014-06-09,0,48,0,2,6,33,2,Cloture Motion Agreed to,33,15,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/177.json,2014
113,2014-06-09,0,48,0,2,6,32,2,Cloture Motion Agreed to,32,16,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/176.json,2014
113,2014-06-05,0,52,0,2,6,17,24,Nomination Confirmed,17,5,78,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/175.json,2014
113,2014-06-04,0,51,0,2,6,28,14,Cloture Motion Agreed to,28,5,67,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/174.json,2014
113,2014-06-04,0,51,0,2,6,0,42,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/173.json,2014
113,2014-06-04,0,51,0,2,6,0,42,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/172.json,2014
113,2014-06-04,0,51,0,2,6,2,39,Nomination Confirmed,2,6,92,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/171.json,2014
113,2014-06-03,0,50,0,2,6,40,2,Cloture Motion Agreed to,40,6,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/170.json,2014
113,2014-06-03,0,50,0,2,6,35,7,Cloture Motion Agreed to,35,6,59,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/169.json,2014
113,2014-06-03,0,51,0,2,6,39,3,Cloture Motion Agreed to,39,5,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/168.json,2014
113,2014-06-03,3,47,1,1,6,42,0,Nomination Confirmed,46,5,48,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/167.json,2014
113,2014-06-03,1,49,1,1,6,42,0,Cloture Motion Agreed to,44,6,50,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/166.json,2014
113,2014-06-03,0,50,0,2,6,42,0,Nomination Confirmed,42,6,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/165.json,2014
113,2014-06-02,0,48,0,2,6,37,1,Cloture Motion Agreed to,37,12,51,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/164.json,2014
113,2014-07-31,0,50,0,2,7,33,6,Cloture Motion Agreed to,33,9,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/256.json,2014
113,2014-07-31,1,49,0,2,7,12,30,Motion Agreed to,13,6,81,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/255.json,2014
113,2014-07-31,0,50,0,2,7,3,39,Conference Report Agreed to,3,6,91,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/254.json,2014
113,2014-07-31,0,50,0,2,7,8,34,Motion Agreed to,8,6,86,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/253.json,2014
113,2014-07-31,2,48,0,2,7,42,0,Motion Rejected,44,6,50,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/252.json,2014
113,2014-07-31,50,1,2,0,7,0,42,Motion to Table Failed,52,5,43,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/251.json,2014
113,2014-07-30,2,50,0,2,7,31,11,Cloture Motion Agreed to,33,4,63,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/250.json,2014
113,2014-07-30,1,51,0,2,7,41,1,Cloture Motion Rejected,42,4,54,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/249.json,2014
113,2014-07-29,0,52,0,2,7,18,25,Bill Passed,18,3,79,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/248.json,2014
113,2014-07-29,48,4,2,0,7,0,43,Amendment Rejected,50,3,47,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/247.json,2014
113,2014-07-29,52,0,2,0,7,15,28,Amendment Rejected,69,3,28,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/246.json,2014
113,2014-07-29,1,51,0,2,7,30,13,Amendment Agreed to,31,3,66,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/245.json,2014
113,2014-07-29,0,52,0,2,7,26,17,Amendment Agreed to,26,3,71,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/244.json,2014
113,2014-07-29,0,52,0,2,7,0,43,Nomination Confirmed,0,3,97,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/243.json,2014
113,2014-07-28,2,48,0,2,7,41,0,Nomination Confirmed,43,7,50,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/242.json,2014
113,2014-07-24,2,51,0,2,7,39,1,Cloture Motion Agreed to,41,5,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/241.json,2014
113,2014-07-23,0,53,0,2,7,7,38,Cloture Motion Agreed to,7,0,93,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/240.json,2014
113,2014-07-22,0,53,0,2,7,0,45,Nomination Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/239.json,2014
113,2014-07-22,0,53,0,2,7,0,45,Nomination Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/238.json,2014
113,2014-07-22,0,53,0,2,7,0,45,Nomination Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/237.json,2014
113,2014-07-22,0,52,0,2,7,39,3,Cloture Motion Agreed to,39,4,57,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/236.json,2014
113,2014-07-22,0,53,0,2,7,42,3,Cloture Motion Agreed to,42,0,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/235.json,2014
113,2014-07-22,0,52,0,2,7,43,2,Cloture Motion Agreed to,43,1,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/234.json,2014
113,2014-07-21,0,49,0,2,7,0,43,Nomination Confirmed,0,6,94,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/233.json,2014
113,2014-07-17,0,50,0,1,7,23,17,Cloture Motion Agreed to,23,9,68,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/232.json,2014
113,2014-07-17,0,51,0,2,7,4,40,Bill Passed,4,3,93,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/231.json,2014
113,2014-07-17,0,51,0,2,7,0,44,Amendment Agreed to,0,3,97,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/230.json,2014
113,2014-07-17,47,3,2,0,7,0,44,Motion Rejected,49,4,47,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/229.json,2014
113,2014-07-16,1,51,0,2,7,42,3,Cloture on the Motion to Proceed Rejected,43,1,56,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/228.json,2014
113,2014-07-16,0,50,0,2,7,44,1,Nomination Confirmed,44,3,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/227.json,2014
113,2014-07-16,0,50,0,2,7,43,2,Cloture Motion Agreed to,43,3,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/226.json,2014
113,2014-07-15,5,47,0,2,7,2,41,Nomination Confirmed,7,3,90,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/225.json,2014
113,2014-07-15,2,50,1,1,7,42,1,Nomination Confirmed,45,3,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/224.json,2014
113,2014-07-15,5,46,0,2,7,5,37,Cloture Motion Agreed to,10,5,85,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/223.json,2014
113,2014-07-15,2,49,1,1,7,42,1,Cloture Motion Agreed to,45,4,51,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/222.json,2014
113,2014-07-10,0,50,0,2,7,22,23,Nomination Confirmed,22,3,75,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/221.json,2014
113,2014-07-10,11,39,0,2,7,45,0,Cloture Motion Rejected,56,3,41,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/220.json,2014
113,2014-07-09,0,51,0,2,7,26,18,Nomination Confirmed,26,3,71,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/219.json,2014
113,2014-07-07,11,39,0,2,7,1,41,Cloture on the Motion to Proceed Agreed to,12,6,82,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/218.json,2014
113,2014-07-07,0,50,0,2,7,0,41,Nomination Confirmed,0,7,93,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/217.json,2014
113,2014-09-18,9,44,1,1,9,12,33,Joint Resolution Passed,22,0,78,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/270.json,2014
113,2014-09-18,6,47,0,2,9,21,24,Cloture Motion Agreed to,27,0,73,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/269.json,2014
113,2014-09-18,48,5,2,0,9,0,45,Motion to Table Failed,50,0,50,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/268.json,2014
113,2014-09-17,0,51,0,2,9,0,45,Nomination Confirmed,0,2,98,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/267.json,2014
113,2014-09-16,0,53,0,2,9,40,5,Nomination Confirmed,40,0,60,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/266.json,2014
113,2014-09-16,1,52,0,2,9,43,2,Nomination Confirmed,44,0,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/265.json,2014
113,2014-09-15,0,51,0,2,9,37,1,Cloture Motion Agreed to,37,9,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/264.json,2014
113,2014-09-15,1,50,0,2,9,38,0,Cloture Motion Agreed to,39,9,52,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/263.json,2014
113,2014-09-15,0,51,1,1,9,39,0,Cloture Motion Rejected,40,8,52,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/262.json,2014
113,2014-09-11,0,52,0,2,9,42,0,Cloture Motion Rejected,42,4,54,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/261.json,2014
113,2014-09-10,0,52,0,2,9,25,19,Cloture on the Motion to Proceed Agreed to,25,2,73,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/260.json,2014
113,2014-09-08,0,52,0,2,9,18,25,Cloture on the Motion to Proceed Agreed to,18,3,79,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/259.json,2014
113,2014-09-08,0,52,0,2,9,43,0,Nomination Confirmed,43,3,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/258.json,2014
113,2014-09-08,0,52,0,2,9,0,43,Nomination Confirmed,0,3,97,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/257.json,2014
113,2014-11-20,4,47,0,2,11,42,0,Nomination Confirmed,46,5,49,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/290.json,2014
113,2014-11-20,0,51,0,2,11,0,43,Nomination Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/289.json,2014
113,2014-11-20,0,50,0,2,11,0,43,Nomination Confirmed,0,5,95,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/288.json,2014
113,2014-11-19,3,48,0,1,11,41,2,Cloture Motion Agreed to,44,5,51,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/287.json,2014
113,2014-11-19,0,51,0,2,11,38,5,Cloture Motion Agreed to,38,4,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/286.json,2014
113,2014-11-19,0,51,0,2,11,40,3,Cloture Motion Agreed to,40,4,56,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/285.json,2014
113,2014-11-19,0,51,0,2,11,42,2,Cloture Motion Agreed to,42,3,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/284.json,2014
113,2014-11-19,0,51,0,2,11,39,5,Cloture Motion Agreed to,39,3,58,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/283.json,2014
113,2014-11-18,1,52,0,2,11,41,4,Cloture Motion Rejected,42,0,58,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/282.json,2014
113,2014-11-18,0,53,0,2,11,0,45,Nomination Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/281.json,2014
113,2014-11-18,39,14,2,0,11,0,45,Bill Defeated,41,0,59,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/280.json,2014
113,2014-11-17,0,51,0,1,11,29,14,Cloture Motion Agreed to,29,5,66,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/279.json,2014
113,2014-11-17,0,51,0,1,11,29,15,Cloture Motion Agreed to,29,4,67,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/278.json,2014
113,2014-11-17,0,51,0,1,11,28,16,Cloture Motion Agreed to,28,4,68,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/277.json,2014
113,2014-11-17,0,48,0,1,11,1,39,Motion Agreed to,1,11,88,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/276.json,2014
113,2014-11-13,0,52,0,2,11,1,42,Cloture Motion Agreed to,1,3,96,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/275.json,2014
113,2014-11-13,0,52,0,2,11,0,45,Nomination Confirmed,0,1,99,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/274.json,2014
113,2014-11-13,1,51,0,2,11,44,1,Nomination Confirmed,45,1,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/273.json,2014
113,2014-11-12,0,50,0,2,11,30,15,Cloture Motion Agreed to,30,3,67,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/272.json,2014
113,2014-11-12,2,49,0,2,11,43,2,Cloture Motion Agreed to,45,2,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/271.json,2014
113,2014-12-16,1,50,0,1,12,37,0,Nomination Confirmed,38,11,51,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/366.json,2014
113,2014-12-16,1,50,0,1,12,37,0,Cloture Motion Agreed to,38,11,51,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/365.json,2014
113,2014-12-16,8,44,0,1,12,8,31,Bill Passed,16,8,76,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/364.json,2014
113,2014-12-16,0,52,0,1,12,28,12,Cloture Motion Agreed to,28,7,65,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/363.json,2014
113,2014-12-16,0,52,0,1,12,38,2,Nomination Confirmed,38,7,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/362.json,2014
113,2014-12-16,0,52,0,1,12,40,0,Cloture Motion Agreed to,40,7,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/361.json,2014
113,2014-12-16,0,52,0,1,12,39,2,Nomination Confirmed,39,6,55,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/360.json,2014
113,2014-12-16,0,52,0,1,12,41,0,Cloture Motion Agreed to,41,6,53,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/359.json,2014
113,2014-12-15,0,52,0,1,12,39,1,Cloture Motion Agreed to,39,7,54,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/358.json,2014
